Offender_ID,Victim_ID,FIR_ID,Relationship_Type
OFF01808,VIC01871,FIR02582,Repeat Offender
OFF00680,VIC02449,FIR02583,Known Associate
OFF01163,VIC01304,FIR02584,Known Associate
OFF01121,VIC01862,FIR02585,Direct Involvement
OFF00477,VIC01833,FIR02586,Direct Involvement
OFF01302,VIC00200,FIR02587,Repeat Offender
OFF01344,VIC00005,FIR02588,Known Associate
OFF00014,VIC00693,FIR02589,Known Associate
OFF00205,VIC02901,FIR02590,Direct Involvement
OFF01559,VIC02600,FIR02591,Direct Involvement
OFF00698,VIC01651,FIR02592,Direct Involvement
OFF01548,VIC00001,FIR02593,Repeat Offender
OFF01197,VIC01893,FIR02594,Repeat Offender
OFF00494,VIC02922,FIR02595,Direct Involvement
OFF01111,VIC00819,FIR02596,Repeat Offender
OFF00841,VIC02123,FIR02597,Known Associate
OFF01511,VIC00601,FIR02598,Known Associate
OFF01609,VIC00628,FIR02599,Direct Involvement
OFF00286,VIC01896,FIR02600,Direct Involvement
OFF00134,VIC00458,FIR02601,Repeat Offender
OFF00484,VIC02162,FIR02602,Direct Involvement
OFF00091,VIC02144,FIR02603,Repeat Offender
OFF01700,VIC01881,FIR02604,Repeat Offender
OFF00557,VIC00418,FIR02605,Repeat Offender
OFF01731,VIC01342,FIR02606,Repeat Offender
OFF01755,VIC01623,FIR02607,Direct Involvement
OFF00184,VIC01312,FIR02608,Direct Involvement
OFF01911,VIC00571,FIR02609,Known Associate
OFF00248,VIC02575,FIR02610,Known Associate
OFF01594,VIC02288,FIR02611,Repeat Offender
OFF01797,VIC01539,FIR02612,Known Associate
OFF00823,VIC01575,FIR02613,Known Associate
OFF00126,VIC02340,FIR02614,Repeat Offender
OFF01680,VIC00027,FIR02615,Repeat Offender
OFF00873,VIC01267,FIR02616,Direct Involvement
OFF01667,VIC00999,FIR02617,Direct Involvement
OFF01706,VIC00848,FIR02618,Repeat Offender
OFF01015,VIC01666,FIR02619,Direct Involvement
OFF00204,VIC00415,FIR02620,Known Associate
OFF01908,VIC01190,FIR02621,Repeat Offender
OFF00936,VIC00602,FIR02622,Repeat Offender
OFF01379,VIC00141,FIR02623,Repeat Offender
OFF01617,VIC01693,FIR02624,Known Associate
OFF00106,VIC02037,FIR02625,Direct Involvement
OFF00907,VIC00794,FIR02626,Known Associate
OFF01410,VIC02254,FIR02627,Known Associate
OFF01689,VIC01229,FIR02628,Repeat Offender
OFF00734,VIC00560,FIR02629,Repeat Offender
OFF01138,VIC00567,FIR02630,Known Associate
OFF00450,VIC02797,FIR02631,Repeat Offender
OFF00508,VIC02083,FIR02632,Direct Involvement
OFF00690,VIC00670,FIR02633,Repeat Offender
OFF01553,VIC00473,FIR02634,Known Associate
OFF00468,VIC00936,FIR02635,Repeat Offender
OFF01232,VIC00608,FIR02636,Direct Involvement
OFF00438,VIC00103,FIR02637,Known Associate
OFF01843,VIC02640,FIR02638,Direct Involvement
OFF01359,VIC02469,FIR02639,Known Associate
OFF01137,VIC01820,FIR02640,Direct Involvement
OFF00271,VIC00788,FIR02641,Direct Involvement
OFF00988,VIC02667,FIR02642,Known Associate
OFF01945,VIC00269,FIR02643,Known Associate
OFF01552,VIC02438,FIR02644,Repeat Offender
OFF00203,VIC00191,FIR02645,Direct Involvement
OFF01745,VIC00783,FIR02646,Repeat Offender
OFF00542,VIC01633,FIR02647,Direct Involvement
OFF01319,VIC00632,FIR02648,Direct Involvement
OFF01213,VIC02926,FIR02649,Known Associate
OFF01715,VIC00492,FIR02650,Repeat Offender
OFF00302,VIC00563,FIR02651,Known Associate
OFF00679,VIC02068,FIR02652,Known Associate
OFF00455,VIC01978,FIR02653,Direct Involvement
OFF01935,VIC01180,FIR02654,Repeat Offender
OFF00669,VIC01083,FIR02655,Repeat Offender
OFF00330,VIC00743,FIR02656,Known Associate
OFF01330,VIC01367,FIR02657,Repeat Offender
OFF01103,VIC01780,FIR02658,Known Associate
OFF00432,VIC02046,FIR02659,Known Associate
OFF00435,VIC00665,FIR02660,Direct Involvement
OFF00053,VIC00435,FIR02661,Direct Involvement
OFF00753,VIC01940,FIR02662,Direct Involvement
OFF01110,VIC02436,FIR02663,Known Associate
OFF01625,VIC01566,FIR02664,Repeat Offender
OFF00343,VIC02755,FIR02665,Direct Involvement
OFF01619,VIC00348,FIR02666,Repeat Offender
OFF01383,VIC00576,FIR02667,Repeat Offender
OFF00431,VIC00303,FIR02668,Repeat Offender
OFF00624,VIC02065,FIR02669,Repeat Offender
OFF00918,VIC00115,FIR02670,Repeat Offender
OFF00732,VIC00604,FIR02671,Repeat Offender
OFF01941,VIC00254,FIR02672,Direct Involvement
OFF01508,VIC00976,FIR02673,Known Associate
OFF00313,VIC01050,FIR02674,Repeat Offender
OFF00912,VIC01472,FIR02675,Known Associate
OFF00279,VIC02923,FIR02676,Repeat Offender
OFF01344,VIC01042,FIR02677,Repeat Offender
OFF00253,VIC00443,FIR02678,Repeat Offender
OFF00060,VIC02784,FIR02679,Known Associate
OFF00147,VIC02003,FIR02680,Repeat Offender
OFF00736,VIC00935,FIR02681,Direct Involvement
OFF01926,VIC02471,FIR02682,Repeat Offender
OFF00770,VIC01346,FIR02683,Repeat Offender
OFF00316,VIC00848,FIR02684,Direct Involvement
OFF01908,VIC02864,FIR02685,Repeat Offender
OFF01785,VIC02803,FIR02686,Repeat Offender
OFF00643,VIC00147,FIR02687,Known Associate
OFF00026,VIC01405,FIR02688,Direct Involvement
OFF00706,VIC00578,FIR02689,Known Associate
OFF00782,VIC01021,FIR02690,Known Associate
OFF00912,VIC02697,FIR02691,Known Associate
OFF01391,VIC00594,FIR02692,Direct Involvement
OFF00752,VIC00197,FIR02693,Direct Involvement
OFF02000,VIC01180,FIR02694,Direct Involvement
OFF01511,VIC02150,FIR02695,Repeat Offender
OFF01672,VIC01863,FIR02696,Repeat Offender
OFF01893,VIC02640,FIR02697,Repeat Offender
OFF01641,VIC00388,FIR02698,Repeat Offender
OFF00318,VIC02790,FIR02699,Direct Involvement
OFF00617,VIC00043,FIR02700,Repeat Offender
OFF01297,VIC00333,FIR02701,Known Associate
OFF00574,VIC02408,FIR02702,Direct Involvement
OFF01739,VIC00844,FIR02703,Known Associate
OFF01374,VIC02284,FIR02704,Repeat Offender
OFF00643,VIC01647,FIR02705,Known Associate
OFF00887,VIC02453,FIR02706,Direct Involvement
OFF01377,VIC00779,FIR02707,Direct Involvement
OFF01559,VIC00716,FIR02708,Direct Involvement
OFF00185,VIC02655,FIR02709,Direct Involvement
OFF01612,VIC01165,FIR02710,Direct Involvement
OFF01365,VIC01737,FIR02711,Known Associate
OFF01818,VIC02223,FIR02712,Repeat Offender
OFF01085,VIC01627,FIR02713,Direct Involvement
OFF01111,VIC00579,FIR02714,Known Associate
OFF00871,VIC00426,FIR02715,Known Associate
OFF00037,VIC02544,FIR02716,Known Associate
OFF01529,VIC02192,FIR02717,Repeat Offender
OFF00102,VIC00559,FIR02718,Known Associate
OFF00076,VIC01882,FIR02719,Known Associate
OFF00552,VIC02899,FIR02720,Known Associate
OFF00460,VIC02717,FIR02721,Known Associate
OFF00789,VIC01298,FIR02722,Repeat Offender
OFF01045,VIC00778,FIR02723,Known Associate
OFF01197,VIC00993,FIR02724,Known Associate
OFF01743,VIC02208,FIR02725,Direct Involvement
OFF00185,VIC01536,FIR02726,Known Associate
OFF01802,VIC00737,FIR02727,Repeat Offender
OFF00438,VIC02521,FIR02728,Repeat Offender
OFF00138,VIC01835,FIR02729,Direct Involvement
OFF00917,VIC01761,FIR02730,Direct Involvement
OFF00281,VIC01680,FIR02731,Known Associate
OFF00581,VIC00892,FIR02732,Known Associate
OFF01560,VIC02112,FIR02733,Known Associate
OFF01960,VIC00692,FIR02734,Known Associate
OFF00748,VIC01553,FIR02735,Repeat Offender
OFF01793,VIC02919,FIR02736,Repeat Offender
OFF00002,VIC00405,FIR02737,Known Associate
OFF00321,VIC02191,FIR02738,Direct Involvement
OFF00395,VIC02908,FIR02739,Direct Involvement
OFF01440,VIC02939,FIR02740,Direct Involvement
OFF01828,VIC01800,FIR02741,Known Associate
OFF00969,VIC01021,FIR02742,Direct Involvement
OFF01089,VIC02692,FIR02743,Direct Involvement
OFF00668,VIC02187,FIR02744,Repeat Offender
OFF00898,VIC02316,FIR02745,Known Associate
OFF01083,VIC02386,FIR02746,Known Associate
OFF00937,VIC02173,FIR02747,Repeat Offender
OFF01501,VIC01110,FIR02748,Repeat Offender
OFF01994,VIC01552,FIR02749,Repeat Offender
OFF01227,VIC02776,FIR02750,Direct Involvement
OFF00867,VIC02109,FIR02751,Known Associate
OFF00818,VIC02092,FIR02752,Direct Involvement
OFF00560,VIC01316,FIR02753,Repeat Offender
OFF00428,VIC02397,FIR02754,Known Associate
OFF01207,VIC02771,FIR02755,Known Associate
OFF01547,VIC00928,FIR02756,Repeat Offender
OFF01189,VIC01104,FIR02757,Known Associate
OFF00547,VIC00582,FIR02758,Repeat Offender
OFF01571,VIC01615,FIR02759,Repeat Offender
OFF00150,VIC00430,FIR02760,Repeat Offender
OFF00693,VIC01312,FIR02761,Direct Involvement
OFF01756,VIC02873,FIR02762,Repeat Offender
OFF00403,VIC01505,FIR02763,Known Associate
OFF01649,VIC01138,FIR02764,Direct Involvement
OFF00450,VIC00956,FIR02765,Known Associate
OFF01987,VIC02488,FIR02766,Known Associate
OFF00159,VIC01312,FIR02767,Direct Involvement
OFF00502,VIC02172,FIR02768,Known Associate
OFF00300,VIC01415,FIR02769,Known Associate
OFF01842,VIC02973,FIR02770,Direct Involvement
OFF01681,VIC00347,FIR02771,Repeat Offender
OFF01809,VIC01249,FIR02772,Direct Involvement
OFF01765,VIC02401,FIR02773,Known Associate
OFF01148,VIC01763,FIR02774,Direct Involvement
OFF01314,VIC01113,FIR02775,Repeat Offender
OFF00729,VIC00961,FIR02776,Direct Involvement
OFF01569,VIC01169,FIR02777,Known Associate
OFF00414,VIC02904,FIR02778,Known Associate
OFF00486,VIC00611,FIR02779,Known Associate
OFF01791,VIC02528,FIR02780,Repeat Offender
OFF01218,VIC01989,FIR02781,Known Associate
OFF00370,VIC01651,FIR02782,Direct Involvement
OFF01708,VIC01629,FIR02783,Known Associate
OFF00322,VIC01663,FIR02784,Repeat Offender
OFF00134,VIC01962,FIR02785,Direct Involvement
OFF00094,VIC01215,FIR02786,Repeat Offender
OFF00840,VIC02997,FIR02787,Direct Involvement
OFF01849,VIC00830,FIR02788,Known Associate
OFF00503,VIC02188,FIR02789,Known Associate
OFF00088,VIC02987,FIR02790,Known Associate
OFF01476,VIC00510,FIR02791,Direct Involvement
OFF01259,VIC02856,FIR02792,Repeat Offender
OFF00667,VIC01219,FIR02793,Repeat Offender
OFF00543,VIC02181,FIR02794,Direct Involvement
OFF00490,VIC01870,FIR02795,Repeat Offender
OFF00121,VIC02152,FIR02796,Known Associate
OFF00350,VIC02607,FIR02797,Known Associate
OFF01848,VIC01275,FIR02798,Repeat Offender
OFF01133,VIC02643,FIR02799,Repeat Offender
OFF00024,VIC02037,FIR02800,Known Associate
OFF00262,VIC01295,FIR02801,Known Associate
OFF00624,VIC00607,FIR02802,Known Associate
OFF01739,VIC02116,FIR02803,Direct Involvement
OFF00115,VIC02809,FIR02804,Known Associate
OFF00869,VIC02306,FIR02805,Known Associate
OFF01782,VIC01847,FIR02806,Repeat Offender
OFF00772,VIC00897,FIR02807,Direct Involvement
OFF00736,VIC00909,FIR02808,Repeat Offender
OFF00690,VIC01598,FIR02809,Direct Involvement
OFF01905,VIC02802,FIR02810,Repeat Offender
OFF01403,VIC01233,FIR02811,Known Associate
OFF00786,VIC00996,FIR02812,Known Associate
OFF01574,VIC00290,FIR02813,Known Associate
OFF00254,VIC00796,FIR02814,Known Associate
OFF00043,VIC00746,FIR02815,Direct Involvement
OFF00833,VIC01035,FIR02816,Known Associate
OFF01542,VIC01448,FIR02817,Direct Involvement
OFF00457,VIC00139,FIR02818,Known Associate
OFF01678,VIC01047,FIR02819,Repeat Offender
OFF00797,VIC00935,FIR02820,Direct Involvement
OFF01037,VIC00299,FIR02821,Repeat Offender
OFF01483,VIC01259,FIR02822,Repeat Offender
OFF01906,VIC02042,FIR02823,Known Associate
OFF00077,VIC00153,FIR02824,Repeat Offender
OFF00335,VIC00923,FIR02825,Repeat Offender
OFF01129,VIC02031,FIR02826,Known Associate
OFF00067,VIC02683,FIR02827,Known Associate
OFF01883,VIC02712,FIR02828,Known Associate
OFF00385,VIC01307,FIR02829,Repeat Offender
OFF00307,VIC00705,FIR02830,Repeat Offender
OFF01392,VIC01687,FIR02831,Direct Involvement
OFF01944,VIC02648,FIR02832,Direct Involvement
OFF01767,VIC00834,FIR02833,Direct Involvement
OFF01828,VIC00686,FIR02834,Direct Involvement
OFF00527,VIC01403,FIR02835,Direct Involvement
OFF01204,VIC01170,FIR02836,Direct Involvement
OFF00284,VIC02634,FIR02837,Repeat Offender
OFF00035,VIC00392,FIR02838,Known Associate
OFF00195,VIC02797,FIR02839,Direct Involvement
OFF01873,VIC01483,FIR02840,Direct Involvement
OFF01515,VIC00697,FIR02841,Direct Involvement
OFF01573,VIC01254,FIR02842,Known Associate
OFF00392,VIC01576,FIR02843,Direct Involvement
OFF00577,VIC00820,FIR02844,Repeat Offender
OFF00945,VIC01756,FIR02845,Known Associate
OFF00891,VIC02655,FIR02846,Direct Involvement
OFF01187,VIC02760,FIR02847,Repeat Offender
OFF01087,VIC02386,FIR02848,Direct Involvement
OFF01538,VIC00822,FIR02849,Repeat Offender
OFF00945,VIC01328,FIR02850,Direct Involvement
OFF00083,VIC01464,FIR02851,Repeat Offender
OFF01135,VIC02622,FIR02852,Direct Involvement
OFF01469,VIC01238,FIR02853,Known Associate
OFF00703,VIC02317,FIR02854,Known Associate
OFF01767,VIC02112,FIR02855,Direct Involvement
OFF01584,VIC00306,FIR02856,Direct Involvement
OFF01357,VIC00293,FIR02857,Known Associate
OFF01783,VIC00596,FIR02858,Repeat Offender
OFF00245,VIC00153,FIR02859,Direct Involvement
OFF01222,VIC00320,FIR02860,Repeat Offender
OFF01234,VIC01673,FIR02861,Direct Involvement
OFF00242,VIC01100,FIR02862,Direct Involvement
OFF01143,VIC02777,FIR02863,Repeat Offender
OFF00600,VIC01411,FIR02864,Repeat Offender
OFF00320,VIC00701,FIR02865,Direct Involvement
OFF00300,VIC00770,FIR02866,Repeat Offender
OFF00832,VIC01344,FIR02867,Direct Involvement
OFF00933,VIC02556,FIR02868,Known Associate
OFF01746,VIC00314,FIR02869,Known Associate
OFF00179,VIC02822,FIR02870,Direct Involvement
OFF00995,VIC01031,FIR02871,Known Associate
OFF01886,VIC00757,FIR02872,Direct Involvement
OFF01441,VIC00902,FIR02873,Direct Involvement
OFF01622,VIC02406,FIR02874,Direct Involvement
OFF00146,VIC02415,FIR02875,Repeat Offender
OFF01831,VIC00277,FIR02876,Direct Involvement
OFF00941,VIC00571,FIR02877,Repeat Offender
OFF00163,VIC00018,FIR02878,Direct Involvement
OFF00495,VIC02516,FIR02879,Direct Involvement
OFF01096,VIC01553,FIR02880,Repeat Offender
OFF01725,VIC01270,FIR02881,Repeat Offender
OFF00841,VIC01422,FIR02882,Known Associate
OFF00997,VIC01311,FIR02883,Repeat Offender
OFF01254,VIC02310,FIR02884,Direct Involvement
OFF00194,VIC01279,FIR02885,Repeat Offender
OFF00624,VIC01807,FIR02886,Known Associate
OFF00484,VIC00340,FIR02887,Direct Involvement
OFF01892,VIC01843,FIR02888,Direct Involvement
OFF01874,VIC02181,FIR02889,Repeat Offender
OFF01075,VIC00612,FIR02890,Repeat Offender
OFF00979,VIC01254,FIR02891,Direct Involvement
OFF01974,VIC01388,FIR02892,Known Associate
OFF01370,VIC01890,FIR02893,Direct Involvement
OFF01803,VIC01864,FIR02894,Known Associate
OFF01197,VIC02006,FIR02895,Direct Involvement
OFF01759,VIC01291,FIR02896,Direct Involvement
OFF01716,VIC01425,FIR02897,Repeat Offender
OFF01464,VIC01007,FIR02898,Known Associate
OFF01232,VIC00892,FIR02899,Direct Involvement
OFF00345,VIC01303,FIR02900,Direct Involvement
OFF00563,VIC02064,FIR02901,Direct Involvement
OFF00668,VIC02483,FIR02902,Known Associate
OFF01564,VIC00195,FIR02903,Repeat Offender
OFF00820,VIC01651,FIR02904,Direct Involvement
OFF01628,VIC01999,FIR02905,Known Associate
OFF00011,VIC02081,FIR02906,Known Associate
OFF01193,VIC02700,FIR02907,Known Associate
OFF01177,VIC02753,FIR02908,Direct Involvement
OFF01064,VIC01497,FIR02909,Direct Involvement
OFF01904,VIC01718,FIR02910,Direct Involvement
OFF01309,VIC00052,FIR02911,Repeat Offender
OFF01759,VIC01996,FIR02912,Known Associate
OFF01139,VIC01276,FIR02913,Direct Involvement
OFF00620,VIC02723,FIR02914,Direct Involvement
OFF01071,VIC00618,FIR02915,Direct Involvement
OFF01677,VIC01497,FIR02916,Direct Involvement
OFF00625,VIC02305,FIR02917,Repeat Offender
OFF00404,VIC00103,FIR02918,Known Associate
OFF01826,VIC00924,FIR02919,Repeat Offender
OFF00006,VIC02801,FIR02920,Known Associate
OFF00901,VIC00234,FIR02921,Direct Involvement
OFF01807,VIC01614,FIR02922,Direct Involvement
OFF01881,VIC00872,FIR02923,Direct Involvement
OFF01567,VIC01288,FIR02924,Direct Involvement
OFF00228,VIC02029,FIR02925,Known Associate
OFF01258,VIC00896,FIR02926,Known Associate
OFF00082,VIC00339,FIR02927,Direct Involvement
OFF01793,VIC01935,FIR02928,Repeat Offender
OFF00820,VIC01588,FIR02929,Direct Involvement
OFF00537,VIC02608,FIR02930,Direct Involvement
OFF00174,VIC01974,FIR02931,Repeat Offender
OFF01962,VIC02213,FIR02932,Direct Involvement
OFF00768,VIC00924,FIR02933,Repeat Offender
OFF01963,VIC00045,FIR02934,Direct Involvement
OFF00163,VIC02719,FIR02935,Known Associate
OFF01329,VIC02669,FIR02936,Known Associate
OFF01241,VIC00595,FIR02937,Direct Involvement
OFF00575,VIC02822,FIR02938,Repeat Offender
OFF01872,VIC00631,FIR02939,Direct Involvement
OFF00006,VIC00675,FIR02940,Repeat Offender
OFF01629,VIC01495,FIR02941,Known Associate
OFF01691,VIC01814,FIR02942,Direct Involvement
OFF01838,VIC00518,FIR02943,Known Associate
OFF00869,VIC01092,FIR02944,Direct Involvement
OFF00095,VIC02433,FIR02945,Repeat Offender
OFF00825,VIC01191,FIR02946,Known Associate
OFF01521,VIC02840,FIR02947,Repeat Offender
OFF00260,VIC00336,FIR02948,Repeat Offender
OFF01755,VIC01974,FIR02949,Repeat Offender
OFF01493,VIC02921,FIR02950,Direct Involvement
OFF00849,VIC02018,FIR02951,Repeat Offender
OFF01224,VIC01504,FIR02952,Repeat Offender
OFF01278,VIC01334,FIR02953,Known Associate
OFF01367,VIC01702,FIR02954,Repeat Offender
OFF01706,VIC01008,FIR02955,Known Associate
OFF00187,VIC00138,FIR02956,Repeat Offender
OFF00365,VIC02894,FIR02957,Known Associate
OFF01359,VIC00553,FIR02958,Known Associate
OFF01366,VIC01822,FIR02959,Direct Involvement
OFF01317,VIC01892,FIR02960,Known Associate
OFF00006,VIC00383,FIR02961,Direct Involvement
OFF01996,VIC02278,FIR02962,Repeat Offender
OFF01579,VIC01046,FIR02963,Repeat Offender
OFF00839,VIC01390,FIR02964,Direct Involvement
OFF00629,VIC02018,FIR02965,Repeat Offender
OFF00885,VIC00287,FIR02966,Repeat Offender
OFF01402,VIC00275,FIR02967,Known Associate
OFF00955,VIC02992,FIR02968,Known Associate
OFF00723,VIC01944,FIR02969,Repeat Offender
OFF00964,VIC00889,FIR02970,Known Associate
OFF00707,VIC01492,FIR02971,Direct Involvement
OFF00695,VIC00546,FIR02972,Known Associate
OFF01764,VIC01574,FIR02973,Repeat Offender
OFF01323,VIC01182,FIR02974,Direct Involvement
OFF00320,VIC00805,FIR02975,Known Associate
OFF00819,VIC01839,FIR02976,Direct Involvement
OFF00858,VIC01001,FIR02977,Repeat Offender
OFF00396,VIC00901,FIR02978,Repeat Offender
OFF00094,VIC01443,FIR02979,Direct Involvement
OFF01750,VIC01607,FIR02980,Known Associate
OFF00873,VIC00793,FIR02981,Known Associate
OFF00345,VIC01595,FIR02982,Repeat Offender
OFF00282,VIC02150,FIR02983,Direct Involvement
OFF00446,VIC01121,FIR02984,Repeat Offender
OFF00913,VIC02006,FIR02985,Repeat Offender
OFF01250,VIC02137,FIR02986,Known Associate
OFF00562,VIC00042,FIR02987,Known Associate
OFF00172,VIC00160,FIR02988,Known Associate
OFF01930,VIC01955,FIR02989,Direct Involvement
OFF01737,VIC02160,FIR02990,Repeat Offender
OFF01037,VIC00960,FIR02991,Known Associate
OFF01806,VIC00312,FIR02992,Direct Involvement
OFF00257,VIC02682,FIR02993,Known Associate
OFF00555,VIC00759,FIR02994,Direct Involvement
OFF00892,VIC02358,FIR02995,Known Associate
OFF01108,VIC00479,FIR02996,Known Associate
OFF01269,VIC01642,FIR02997,Repeat Offender
OFF01894,VIC00400,FIR02998,Repeat Offender
OFF00279,VIC00555,FIR02999,Direct Involvement
OFF01156,VIC02797,FIR03000,Direct Involvement
OFF00711,VIC01111,FIR03001,Direct Involvement
OFF01109,VIC00158,FIR03002,Direct Involvement
OFF01674,VIC00900,FIR03003,Direct Involvement
OFF01889,VIC02652,FIR03004,Known Associate
OFF01880,VIC02081,FIR03005,Direct Involvement
OFF01000,VIC00218,FIR03006,Repeat Offender
OFF00137,VIC00886,FIR03007,Repeat Offender
OFF00975,VIC02145,FIR03008,Known Associate
OFF00745,VIC02354,FIR03009,Repeat Offender
OFF00371,VIC01693,FIR03010,Known Associate
OFF00917,VIC01701,FIR03011,Direct Involvement
OFF01377,VIC00537,FIR03012,Known Associate
OFF01637,VIC00234,FIR03013,Repeat Offender
OFF00765,VIC01391,FIR03014,Repeat Offender
OFF00603,VIC02064,FIR03015,Known Associate
OFF01121,VIC02335,FIR03016,Direct Involvement
OFF01428,VIC02741,FIR03017,Known Associate
OFF00304,VIC02482,FIR03018,Known Associate
OFF00471,VIC01350,FIR03019,Direct Involvement
OFF00419,VIC02776,FIR03020,Known Associate
OFF00997,VIC00141,FIR03021,Direct Involvement
OFF00659,VIC00988,FIR03022,Direct Involvement
OFF01972,VIC00400,FIR03023,Known Associate
OFF01097,VIC00978,FIR03024,Repeat Offender
OFF00524,VIC01256,FIR03025,Repeat Offender
OFF01893,VIC02607,FIR03026,Direct Involvement
OFF00978,VIC02131,FIR03027,Direct Involvement
OFF00536,VIC02680,FIR03028,Direct Involvement
OFF01644,VIC00278,FIR03029,Direct Involvement
OFF00465,VIC00127,FIR03030,Known Associate
OFF00936,VIC01603,FIR03031,Direct Involvement
OFF01190,VIC02876,FIR03032,Known Associate
OFF01625,VIC02252,FIR03033,Direct Involvement
OFF00795,VIC02509,FIR03034,Direct Involvement
OFF01380,VIC00565,FIR03035,Known Associate
OFF01587,VIC01181,FIR03036,Direct Involvement
OFF00119,VIC02914,FIR03037,Known Associate
OFF01759,VIC02214,FIR03038,Repeat Offender
OFF00602,VIC00599,FIR03039,Repeat Offender
OFF00559,VIC02628,FIR03040,Repeat Offender
OFF00355,VIC02586,FIR03041,Direct Involvement
OFF01807,VIC00593,FIR03042,Known Associate
OFF01736,VIC01241,FIR03043,Repeat Offender
OFF01899,VIC01520,FIR03044,Known Associate
OFF00489,VIC01181,FIR03045,Repeat Offender
OFF00825,VIC02852,FIR03046,Direct Involvement
OFF01953,VIC01420,FIR03047,Direct Involvement
OFF01459,VIC02936,FIR03048,Direct Involvement
OFF01068,VIC01987,FIR03049,Direct Involvement
OFF01280,VIC00188,FIR03050,Repeat Offender
OFF00012,VIC01728,FIR03051,Direct Involvement
OFF00833,VIC01424,FIR03052,Repeat Offender
OFF00808,VIC01969,FIR03053,Direct Involvement
OFF00754,VIC00162,FIR03054,Repeat Offender
OFF00027,VIC01913,FIR03055,Known Associate
OFF01217,VIC02852,FIR03056,Known Associate
OFF00214,VIC00531,FIR03057,Known Associate
OFF00944,VIC01950,FIR03058,Known Associate
OFF01752,VIC02615,FIR03059,Repeat Offender
OFF01305,VIC00732,FIR03060,Repeat Offender
OFF00588,VIC01975,FIR03061,Direct Involvement
OFF01050,VIC02299,FIR03062,Direct Involvement
OFF01872,VIC02666,FIR03063,Known Associate
OFF00093,VIC02054,FIR03064,Repeat Offender
OFF01791,VIC02532,FIR03065,Repeat Offender
OFF01498,VIC01340,FIR03066,Direct Involvement
OFF01024,VIC02784,FIR03067,Known Associate
OFF00587,VIC00272,FIR03068,Repeat Offender
OFF00490,VIC01155,FIR03069,Repeat Offender
OFF01994,VIC02365,FIR03070,Repeat Offender
OFF01073,VIC02490,FIR03071,Direct Involvement
OFF01677,VIC00949,FIR03072,Repeat Offender
OFF00013,VIC00599,FIR03073,Direct Involvement
OFF00476,VIC02189,FIR03074,Known Associate
OFF01643,VIC00187,FIR03075,Direct Involvement
OFF01342,VIC01281,FIR03076,Direct Involvement
OFF01505,VIC02189,FIR03077,Repeat Offender
OFF00911,VIC01122,FIR03078,Known Associate
OFF01341,VIC02620,FIR03079,Direct Involvement
OFF00701,VIC01481,FIR03080,Repeat Offender
OFF01877,VIC02333,FIR03081,Known Associate
OFF00110,VIC00666,FIR03082,Known Associate
OFF00488,VIC02958,FIR03083,Direct Involvement
OFF01240,VIC00509,FIR03084,Direct Involvement
OFF00711,VIC01413,FIR03085,Direct Involvement
OFF00308,VIC00913,FIR03086,Repeat Offender
OFF01168,VIC02307,FIR03087,Repeat Offender
OFF00408,VIC00342,FIR03088,Repeat Offender
OFF01202,VIC01592,FIR03089,Direct Involvement
OFF00010,VIC02192,FIR03090,Repeat Offender
OFF00012,VIC00618,FIR03091,Direct Involvement
OFF01317,VIC01504,FIR03092,Direct Involvement
OFF00056,VIC02404,FIR03093,Direct Involvement
OFF01629,VIC01237,FIR03094,Repeat Offender
OFF00307,VIC01512,FIR03095,Known Associate
OFF00334,VIC01473,FIR03096,Repeat Offender
OFF01912,VIC02655,FIR03097,Known Associate
OFF01673,VIC00623,FIR03098,Known Associate
OFF00347,VIC01134,FIR03099,Known Associate
OFF01028,VIC00364,FIR03100,Known Associate
OFF01735,VIC00203,FIR03101,Repeat Offender
OFF00175,VIC01973,FIR03102,Known Associate
OFF01392,VIC02455,FIR03103,Direct Involvement
OFF01305,VIC02314,FIR03104,Known Associate
OFF00790,VIC00695,FIR03105,Repeat Offender
OFF01636,VIC00892,FIR03106,Repeat Offender
OFF01330,VIC02178,FIR03107,Direct Involvement
OFF01822,VIC02601,FIR03108,Direct Involvement
OFF00244,VIC02766,FIR03109,Known Associate
OFF01048,VIC00718,FIR03110,Repeat Offender
OFF01830,VIC00203,FIR03111,Known Associate
OFF00087,VIC02823,FIR03112,Known Associate
OFF00482,VIC01862,FIR03113,Known Associate
OFF00295,VIC00710,FIR03114,Direct Involvement
OFF00625,VIC01833,FIR03115,Known Associate
OFF01765,VIC00507,FIR03116,Known Associate
OFF01422,VIC00423,FIR03117,Direct Involvement
OFF00791,VIC01778,FIR03118,Repeat Offender
OFF01025,VIC01520,FIR03119,Known Associate
OFF01050,VIC02375,FIR03120,Direct Involvement
OFF01312,VIC00432,FIR03121,Known Associate
OFF01499,VIC00862,FIR03122,Repeat Offender
OFF01966,VIC00962,FIR03123,Known Associate
OFF01728,VIC01768,FIR03124,Known Associate
OFF00005,VIC00649,FIR03125,Direct Involvement
OFF01554,VIC01406,FIR03126,Direct Involvement
OFF00720,VIC01267,FIR03127,Repeat Offender
OFF01688,VIC01304,FIR03128,Repeat Offender
OFF01167,VIC01666,FIR03129,Direct Involvement
OFF01188,VIC01391,FIR03130,Repeat Offender
OFF01975,VIC00636,FIR03131,Repeat Offender
OFF00461,VIC02297,FIR03132,Repeat Offender
