FIR_ID,Crime_Type,Date,District,Police_Station,Location_ID,Status,Offender_ID,Victim_ID
FIR02392,Murder,2023-01-24,Vijayapura,South PS,LOC073,Open,OFF01334,VIC00055
FIR02393,Drug Offense,2022-09-16,Shivamogga,Central PS,LOC033,Open,OFF00745,VIC02549
FIR02394,Robbery,2022-01-10,Vijayapura,North PS,LOC096,Closed,OFF01852,VIC00465
FIR02395,Kidnapping,2022-04-12,Shivamogga,South PS,LOC030,Under Investigation,OFF01175,VIC01864
FIR02396,Drug Offense,2024-08-13,Udupi,North PS,LOC060,Open,OFF00359,VIC00593
FIR02397,Cyber Crime,2022-05-18,Bengaluru Rural,Traffic PS,LOC038,Under Investigation,OFF01283,VIC02982
FIR02398,Assault,2025-09-16,Mangaluru,Central PS,LOC070,Open,OFF00779,VIC01047
FIR02399,Robbery,2025-03-01,Vijayapura,South PS,LOC035,Open,OFF00414,VIC00334
FIR02400,Theft,2022-08-31,Ballari,Traffic PS,LOC013,Open,OFF01570,VIC02655
FIR02401,Vehicle Theft,2025-03-23,Chikkamagaluru,West PS,LOC088,Closed,OFF00100,VIC02105
FIR02402,Domestic Violence,2025-07-25,Chikkamagaluru,Rural PS,LOC024,Closed,OFF00003,VIC01976
FIR02403,Murder,2022-03-09,Kalaburagi,North PS,LOC052,Under Investigation,OFF01441,VIC02555
FIR02404,Kidnapping,2024-06-09,Bengaluru Rural,North PS,LOC046,Closed,OFF00013,VIC02184
FIR02405,Cyber Crime,2024-02-25,Davanagere,Cyber PS,LOC087,Open,OFF00865,VIC00200
FIR02406,Financial Fraud,2025-09-28,Mangaluru,East PS,LOC057,Open,OFF01113,VIC01118
FIR02407,Fraud,2022-01-24,Tumakuru,East PS,LOC058,Under Investigation,OFF00150,VIC02883
FIR02408,Burglary,2025-08-22,Chikkamagaluru,North PS,LOC077,Open,OFF00929,VIC02411
FIR02409,Assault,2023-01-10,Udupi,North PS,LOC060,Closed,OFF00605,VIC00338
FIR02410,Murder,2022-03-05,Chikkamagaluru,Central PS,LOC084,Closed,OFF01516,VIC02020
FIR02411,Murder,2024-05-26,Ballari,West PS,LOC089,Open,OFF01017,VIC02206
FIR02412,Domestic Violence,2023-06-19,Mysuru,Central PS,LOC067,Under Investigation,OFF00401,VIC02895
FIR02413,Murder,2022-09-14,Vijayapura,South PS,LOC083,Under Investigation,OFF01682,VIC00618
FIR02414,Fraud,2025-08-22,Davanagere,South PS,LOC025,Closed,OFF00169,VIC01632
FIR02415,Theft,2022-09-27,Davanagere,Traffic PS,LOC095,Open,OFF01153,VIC01058
FIR02416,Fraud,2025-09-11,Bengaluru Urban,Central PS,LOC065,Open,OFF00614,VIC01684
FIR02417,Vehicle Theft,2022-01-06,Mangaluru,East PS,LOC057,Under Investigation,OFF00182,VIC02387
FIR02418,Robbery,2024-04-17,Vijayapura,South PS,LOC017,Under Investigation,OFF01973,VIC00588
FIR02419,Fraud,2025-03-17,Udupi,Traffic PS,LOC049,Closed,OFF01428,VIC00957
FIR02420,Financial Fraud,2025-08-27,Chikkamagaluru,Rural PS,LOC024,Under Investigation,OFF01805,VIC00023
FIR02421,Cyber Crime,2022-01-14,Ballari,West PS,LOC089,Open,OFF00132,VIC00281
FIR02422,Cyber Crime,2024-10-02,Shivamogga,South PS,LOC030,Open,OFF00630,VIC02593
FIR02423,Fraud,2022-12-01,Chikkamagaluru,East PS,LOC074,Open,OFF01742,VIC02495
FIR02424,Assault,2025-09-06,Chikkamagaluru,Rural PS,LOC024,Closed,OFF01572,VIC02222
FIR02425,Fraud,2025-06-21,Udupi,Central PS,LOC007,Closed,OFF01898,VIC01669
FIR02426,Theft,2022-01-27,Hubballi-Dharwad,Traffic PS,LOC032,Closed,OFF00619,VIC00627
FIR02427,Assault,2024-10-12,Mangaluru,Cyber PS,LOC061,Under Investigation,OFF01890,VIC01746
FIR02428,Vehicle Theft,2022-05-31,Hassan,West PS,LOC041,Closed,OFF00063,VIC02037
FIR02429,Drug Offense,2023-04-08,Tumakuru,East PS,LOC058,Open,OFF01530,VIC01413
FIR02430,Burglary,2025-09-20,Bengaluru Rural,West PS,LOC018,Open,OFF00463,VIC02401
FIR02431,Murder,2023-11-15,Vijayapura,South PS,LOC017,Under Investigation,OFF00255,VIC00698
FIR02432,Financial Fraud,2025-05-08,Mangaluru,Central PS,LOC070,Open,OFF01975,VIC02309
FIR02433,Domestic Violence,2023-02-11,Davanagere,Cyber PS,LOC087,Closed,OFF00278,VIC01919
FIR02434,Vehicle Theft,2023-03-07,Vijayapura,South PS,LOC083,Open,OFF00598,VIC02548
FIR02435,Financial Fraud,2023-09-03,Shivamogga,West PS,LOC056,Open,OFF00253,VIC00246
FIR02436,Cyber Crime,2023-09-28,Tumakuru,West PS,LOC042,Closed,OFF01839,VIC01029
FIR02437,Murder,2025-01-31,Kalaburagi,East PS,LOC029,Open,OFF00747,VIC02427
FIR02438,Drug Offense,2024-10-07,Davanagere,Traffic PS,LOC095,Open,OFF01853,VIC00592
FIR02439,Drug Offense,2024-12-30,Mangaluru,East PS,LOC091,Open,OFF01867,VIC01759
FIR02440,Robbery,2023-10-08,Davanagere,North PS,LOC020,Open,OFF01225,VIC00767
FIR02441,Drug Offense,2024-08-21,Udupi,Central PS,LOC007,Closed,OFF00096,VIC01469
FIR02442,Robbery,2025-05-30,Ballari,West PS,LOC089,Closed,OFF01666,VIC01302
FIR02443,Financial Fraud,2022-03-11,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF00494,VIC01973
FIR02444,Vehicle Theft,2022-07-03,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF01310,VIC00347
FIR02445,Burglary,2025-09-08,Hubballi-Dharwad,West PS,LOC034,Under Investigation,OFF01773,VIC02876
FIR02446,Robbery,2023-12-12,Udupi,Central PS,LOC059,Closed,OFF01929,VIC01140
FIR02447,Assault,2024-02-25,Chikkamagaluru,Rural PS,LOC051,Closed,OFF01179,VIC02609
FIR02448,Robbery,2025-05-24,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF00823,VIC00692
FIR02449,Theft,2024-11-08,Kalaburagi,Traffic PS,LOC008,Closed,OFF00617,VIC02191
FIR02450,Financial Fraud,2025-01-20,Hassan,East PS,LOC055,Open,OFF00821,VIC01574
FIR02451,Fraud,2022-07-15,Mangaluru,East PS,LOC057,Closed,OFF01897,VIC02093
FIR02452,Financial Fraud,2023-07-10,Vijayapura,East PS,LOC001,Under Investigation,OFF00862,VIC00264
FIR02453,Fraud,2025-10-02,Davanagere,Traffic PS,LOC095,Open,OFF01119,VIC01791
FIR02454,Robbery,2025-09-26,Vijayapura,Central PS,LOC079,Closed,OFF00281,VIC00444
FIR02455,Vehicle Theft,2025-08-17,Vijayapura,Rural PS,LOC050,Closed,OFF00719,VIC02306
FIR02456,Cyber Crime,2022-04-14,Bengaluru Rural,West PS,LOC028,Open,OFF01256,VIC02867
FIR02457,Theft,2023-05-19,Chikkamagaluru,East PS,LOC074,Under Investigation,OFF00543,VIC00774
FIR02458,Cyber Crime,2023-10-16,Hassan,Rural PS,LOC064,Open,OFF00369,VIC02123
FIR02459,Theft,2023-07-20,Hassan,Central PS,LOC037,Open,OFF00709,VIC01905
FIR02460,Burglary,2025-01-23,Ballari,Rural PS,LOC066,Open,OFF00731,VIC00147
FIR02461,Theft,2025-01-10,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF00279,VIC01561
FIR02462,Drug Offense,2025-04-20,Udupi,North PS,LOC015,Closed,OFF00394,VIC01238
FIR02463,Assault,2022-03-23,Udupi,South PS,LOC078,Under Investigation,OFF00267,VIC01482
FIR02464,Domestic Violence,2025-01-19,Belagavi,Traffic PS,LOC010,Closed,OFF00262,VIC00281
FIR02465,Kidnapping,2023-07-25,Vijayapura,North PS,LOC096,Under Investigation,OFF01125,VIC02197
FIR02466,Kidnapping,2022-02-13,Chikkamagaluru,East PS,LOC074,Closed,OFF00973,VIC02692
FIR02467,Theft,2025-01-11,Tumakuru,West PS,LOC042,Open,OFF00037,VIC02022
FIR02468,Burglary,2023-10-21,Mysuru,Central PS,LOC067,Under Investigation,OFF00900,VIC01263
FIR02469,Robbery,2023-11-24,Chikkamagaluru,West PS,LOC088,Closed,OFF01313,VIC01786
FIR02470,Financial Fraud,2024-06-14,Hubballi-Dharwad,North PS,LOC099,Under Investigation,OFF01936,VIC00391
FIR02471,Financial Fraud,2023-02-22,Kalaburagi,North PS,LOC052,Open,OFF00287,VIC01571
FIR02472,Burglary,2024-05-05,Chikkamagaluru,East PS,LOC003,Open,OFF00309,VIC02659
FIR02473,Murder,2023-01-24,Chikkamagaluru,North PS,LOC077,Closed,OFF00369,VIC01582
FIR02474,Theft,2023-06-24,Bengaluru Urban,Cyber PS,LOC062,Under Investigation,OFF00350,VIC01315
FIR02475,Drug Offense,2022-04-20,Hassan,Central PS,LOC021,Closed,OFF00957,VIC02894
FIR02476,Financial Fraud,2024-11-01,Kalaburagi,East PS,LOC012,Under Investigation,OFF01550,VIC01727
FIR02477,Theft,2024-09-16,Udupi,North PS,LOC060,Under Investigation,OFF01920,VIC00573
FIR02478,Kidnapping,2022-03-26,Kalaburagi,North PS,LOC006,Under Investigation,OFF00786,VIC00594
FIR02479,Financial Fraud,2025-05-12,Tumakuru,North PS,LOC005,Under Investigation,OFF00190,VIC01485
FIR02480,Financial Fraud,2025-01-12,Vijayapura,East PS,LOC001,Under Investigation,OFF00481,VIC01229
FIR02481,Assault,2023-08-01,Kalaburagi,North PS,LOC006,Open,OFF01196,VIC02013
FIR02482,Kidnapping,2023-02-13,Ballari,North PS,LOC047,Open,OFF00646,VIC02466
FIR02483,Robbery,2024-02-15,Mysuru,Central PS,LOC067,Open,OFF01207,VIC02737
FIR02484,Cyber Crime,2025-01-05,Chikkamagaluru,East PS,LOC080,Under Investigation,OFF00873,VIC01000
FIR02485,Theft,2025-02-22,Bengaluru Urban,East PS,LOC054,Closed,OFF01294,VIC00704
FIR02486,Assault,2024-03-28,Vijayapura,East PS,LOC001,Open,OFF01734,VIC02265
FIR02487,Robbery,2022-09-02,Tumakuru,North PS,LOC005,Under Investigation,OFF01870,VIC00415
FIR02488,Theft,2024-04-05,Udupi,South PS,LOC078,Closed,OFF00310,VIC00804
FIR02489,Kidnapping,2025-11-01,Mangaluru,Central PS,LOC070,Open,OFF01523,VIC02101
FIR02490,Fraud,2022-02-07,Mysuru,Central PS,LOC067,Open,OFF00885,VIC00096
FIR02491,Kidnapping,2024-08-21,Davanagere,Central PS,LOC048,Open,OFF01469,VIC01146
FIR02492,Cyber Crime,2024-09-04,Hubballi-Dharwad,North PS,LOC039,Closed,OFF01149,VIC02606
FIR02493,Cyber Crime,2023-07-25,Kalaburagi,Traffic PS,LOC008,Closed,OFF01106,VIC02214
FIR02494,Domestic Violence,2022-04-27,Belagavi,Cyber PS,LOC022,Under Investigation,OFF00861,VIC02695
FIR02495,Kidnapping,2022-10-09,Bengaluru Urban,Cyber PS,LOC062,Open,OFF00678,VIC02018
FIR02496,Robbery,2024-06-27,Vijayapura,Traffic PS,LOC045,Closed,OFF01863,VIC02691
FIR02497,Murder,2022-05-31,Ballari,East PS,LOC075,Under Investigation,OFF00194,VIC00836
FIR02498,Murder,2023-05-15,Shivamogga,West PS,LOC056,Closed,OFF00954,VIC02240
FIR02499,Drug Offense,2024-09-22,Shivamogga,South PS,LOC063,Closed,OFF00698,VIC01925
FIR02500,Burglary,2024-04-14,Hubballi-Dharwad,North PS,LOC082,Open,OFF01432,VIC02979
FIR02501,Drug Offense,2025-03-26,Kalaburagi,East PS,LOC012,Open,OFF00986,VIC01223
FIR02502,Theft,2023-04-21,Mangaluru,East PS,LOC091,Open,OFF00062,VIC01464
FIR02503,Robbery,2024-02-27,Hassan,Central PS,LOC037,Under Investigation,OFF01765,VIC01429
FIR02504,Theft,2023-09-09,Bengaluru Rural,East PS,LOC040,Open,OFF01998,VIC02246
FIR02505,Domestic Violence,2024-09-22,Udupi,Central PS,LOC007,Closed,OFF00565,VIC00200
FIR02506,Drug Offense,2023-03-19,Bengaluru Rural,North PS,LOC004,Under Investigation,OFF00536,VIC01326
FIR02507,Fraud,2022-04-10,Udupi,South PS,LOC078,Open,OFF00228,VIC02026
FIR02508,Theft,2023-04-30,Hassan,Central PS,LOC037,Closed,OFF00184,VIC01295
FIR02509,Drug Offense,2023-05-04,Bengaluru Rural,East PS,LOC040,Open,OFF00119,VIC01606
FIR02510,Burglary,2022-04-01,Vijayapura,South PS,LOC083,Under Investigation,OFF00125,VIC02240
FIR02511,Robbery,2025-08-05,Vijayapura,East PS,LOC001,Under Investigation,OFF00108,VIC01049
FIR02512,Cyber Crime,2024-05-28,Bengaluru Rural,Traffic PS,LOC038,Open,OFF00238,VIC02925
FIR02513,Murder,2025-01-21,Hassan,Central PS,LOC037,Open,OFF00701,VIC02537
FIR02514,Murder,2023-03-20,Kalaburagi,East PS,LOC029,Open,OFF01442,VIC00241
FIR02515,Burglary,2022-08-31,Davanagere,South PS,LOC025,Open,OFF00423,VIC01700
FIR02516,Kidnapping,2023-05-01,Vijayapura,South PS,LOC073,Open,OFF00154,VIC01417
FIR02517,Burglary,2024-01-18,Ballari,Cyber PS,LOC026,Open,OFF01442,VIC01277
FIR02518,Fraud,2023-06-22,Kalaburagi,East PS,LOC029,Open,OFF01836,VIC00786
FIR02519,Vehicle Theft,2023-02-14,Belagavi,Central PS,LOC090,Closed,OFF01587,VIC02447
FIR02520,Financial Fraud,2024-08-15,Bengaluru Rural,East PS,LOC040,Under Investigation,OFF00548,VIC02610
FIR02521,Robbery,2023-04-19,Ballari,North PS,LOC047,Under Investigation,OFF00774,VIC01389
FIR02522,Drug Offense,2023-01-18,Ballari,Traffic PS,LOC071,Open,OFF01122,VIC01647
FIR02523,Financial Fraud,2025-06-30,Hassan,West PS,LOC094,Under Investigation,OFF00021,VIC01825
FIR02524,Burglary,2022-03-30,Kalaburagi,East PS,LOC029,Closed,OFF01873,VIC01550
FIR02525,Cyber Crime,2024-10-06,Kalaburagi,Traffic PS,LOC008,Under Investigation,OFF00968,VIC02551
FIR02526,Cyber Crime,2023-06-12,Udupi,Central PS,LOC007,Under Investigation,OFF01177,VIC00931
FIR02527,Theft,2022-10-08,Bengaluru Rural,Cyber PS,LOC097,Closed,OFF01772,VIC01268
FIR02528,Murder,2025-02-14,Vijayapura,South PS,LOC083,Closed,OFF01566,VIC01403
FIR02529,Fraud,2023-08-08,Kalaburagi,North PS,LOC052,Open,OFF00407,VIC02128
FIR02530,Robbery,2022-07-05,Kalaburagi,North PS,LOC052,Under Investigation,OFF01474,VIC02993
FIR02531,Domestic Violence,2025-07-15,Bengaluru Rural,West PS,LOC018,Open,OFF01436,VIC00132
FIR02532,Murder,2025-01-27,Hassan,West PS,LOC094,Closed,OFF00828,VIC01697
FIR02533,Fraud,2025-07-12,Kalaburagi,Traffic PS,LOC100,Under Investigation,OFF01416,VIC01341
FIR02534,Cyber Crime,2023-08-04,Bengaluru Urban,East PS,LOC054,Closed,OFF00157,VIC02659
FIR02535,Burglary,2024-04-11,Bengaluru Urban,East PS,LOC031,Open,OFF01985,VIC01855
FIR02536,Burglary,2024-01-30,Hubballi-Dharwad,North PS,LOC099,Open,OFF00167,VIC00788
FIR02537,Vehicle Theft,2025-06-16,Mysuru,Rural PS,LOC027,Open,OFF00593,VIC02072
FIR02538,Drug Offense,2024-04-14,Mangaluru,Cyber PS,LOC069,Open,OFF01207,VIC01448
FIR02539,Robbery,2024-04-16,Mangaluru,Central PS,LOC070,Closed,OFF00505,VIC01582
FIR02540,Domestic Violence,2023-09-27,Ballari,North PS,LOC047,Closed,OFF01063,VIC02278
FIR02541,Theft,2024-07-05,Mangaluru,North PS,LOC098,Closed,OFF01212,VIC02540
FIR02542,Burglary,2025-08-04,Ballari,Traffic PS,LOC013,Closed,OFF00264,VIC01373
FIR02543,Burglary,2022-02-02,Bengaluru Urban,East PS,LOC031,Open,OFF00524,VIC02627
FIR02544,Fraud,2022-05-09,Davanagere,Rural PS,LOC011,Under Investigation,OFF00740,VIC00181
FIR02545,Robbery,2022-02-25,Bengaluru Rural,East PS,LOC040,Closed,OFF01089,VIC00921
FIR02546,Theft,2025-10-26,Mangaluru,East PS,LOC091,Open,OFF01034,VIC00103
FIR02547,Kidnapping,2023-04-17,Tumakuru,West PS,LOC042,Under Investigation,OFF00162,VIC00579
FIR02548,Drug Offense,2022-07-04,Hubballi-Dharwad,West PS,LOC034,Closed,OFF00243,VIC00451
FIR02549,Drug Offense,2023-10-10,Shivamogga,South PS,LOC063,Open,OFF00683,VIC02032
FIR02550,Vehicle Theft,2024-12-14,Ballari,Traffic PS,LOC013,Under Investigation,OFF00839,VIC01457
FIR02551,Burglary,2024-02-04,Mysuru,Rural PS,LOC027,Open,OFF01667,VIC01815
FIR02552,Robbery,2023-09-11,Vijayapura,South PS,LOC073,Open,OFF00622,VIC01379
FIR02553,Fraud,2025-04-24,Vijayapura,North PS,LOC096,Closed,OFF01948,VIC00675
FIR02554,Cyber Crime,2025-03-07,Vijayapura,South PS,LOC017,Open,OFF00290,VIC02059
FIR02555,Cyber Crime,2024-02-08,Ballari,Traffic PS,LOC071,Under Investigation,OFF00755,VIC02553
FIR02556,Assault,2024-01-19,Hassan,Traffic PS,LOC009,Open,OFF00723,VIC02629
FIR02557,Financial Fraud,2023-10-18,Davanagere,Cyber PS,LOC087,Closed,OFF00826,VIC00692
FIR02558,Fraud,2022-04-22,Hubballi-Dharwad,North PS,LOC039,Under Investigation,OFF00649,VIC01182
FIR02559,Murder,2022-09-10,Chikkamagaluru,East PS,LOC003,Under Investigation,OFF01422,VIC01654
FIR02560,Domestic Violence,2025-08-09,Chikkamagaluru,East PS,LOC003,Under Investigation,OFF00597,VIC02101
FIR02561,Drug Offense,2024-12-24,Bengaluru Rural,North PS,LOC004,Closed,OFF01037,VIC01093
FIR02562,Financial Fraud,2023-09-08,Kalaburagi,North PS,LOC043,Closed,OFF00593,VIC01959
FIR02563,Drug Offense,2023-03-16,Shivamogga,West PS,LOC056,Closed,OFF00146,VIC02971
FIR02564,Domestic Violence,2022-09-10,Vijayapura,South PS,LOC083,Open,OFF00160,VIC02160
FIR02565,Financial Fraud,2023-10-23,Mangaluru,Central PS,LOC070,Under Investigation,OFF00974,VIC02150
FIR02566,Kidnapping,2023-06-25,Vijayapura,Central PS,LOC079,Under Investigation,OFF01003,VIC02309
FIR02567,Drug Offense,2024-07-31,Davanagere,North PS,LOC044,Under Investigation,OFF00985,VIC02867
FIR02568,Kidnapping,2024-02-06,Udupi,Central PS,LOC059,Closed,OFF00322,VIC00086
FIR02569,Assault,2023-01-16,Hassan,Rural PS,LOC064,Under Investigation,OFF00405,VIC02262
FIR02570,Vehicle Theft,2024-09-06,Bengaluru Rural,West PS,LOC018,Under Investigation,OFF01244,VIC02027
FIR02571,Cyber Crime,2025-01-15,Davanagere,Traffic PS,LOC095,Open,OFF01605,VIC00674
FIR02572,Robbery,2025-08-08,Hassan,Central PS,LOC037,Under Investigation,OFF01617,VIC02663
FIR02573,Theft,2022-12-02,Shivamogga,South PS,LOC030,Under Investigation,OFF00573,VIC01320
FIR02574,Vehicle Theft,2024-06-04,Hassan,West PS,LOC041,Open,OFF01351,VIC00571
FIR02575,Burglary,2023-01-24,Mangaluru,North PS,LOC098,Under Investigation,OFF01195,VIC02069
FIR02576,Financial Fraud,2025-05-21,Bengaluru Rural,North PS,LOC046,Closed,OFF01829,VIC01097
FIR02577,Burglary,2025-10-29,Vijayapura,South PS,LOC073,Open,OFF01349,VIC01593
FIR02578,Cyber Crime,2024-04-09,Chikkamagaluru,Central PS,LOC084,Closed,OFF01845,VIC00160
FIR02579,Domestic Violence,2023-01-17,Mangaluru,West PS,LOC002,Open,OFF01305,VIC01657
FIR02580,Burglary,2023-05-07,Mangaluru,Cyber PS,LOC061,Closed,OFF01653,VIC02265
FIR02581,Murder,2024-02-10,Chikkamagaluru,Rural PS,LOC024,Under Investigation,OFF00901,VIC00432
FIR02582,Cyber Crime,2023-01-18,Vijayapura,South PS,LOC073,Open,OFF01808,VIC01871
FIR02583,Assault,2024-08-27,Bengaluru Rural,West PS,LOC018,Under Investigation,OFF00680,VIC02449
FIR02584,Assault,2022-11-23,Bengaluru Rural,East PS,LOC081,Under Investigation,OFF01163,VIC01304
FIR02585,Kidnapping,2023-11-24,Hubballi-Dharwad,North PS,LOC082,Open,OFF01121,VIC01862
FIR02586,Assault,2022-10-07,Hassan,East PS,LOC055,Under Investigation,OFF00477,VIC01833
FIR02587,Murder,2022-02-14,Hubballi-Dharwad,North PS,LOC099,Open,OFF01302,VIC00200
FIR02588,Robbery,2022-01-01,Kalaburagi,Traffic PS,LOC100,Closed,OFF01344,VIC00005
FIR02589,Assault,2023-01-22,Mangaluru,North PS,LOC098,Open,OFF00014,VIC00693
FIR02590,Cyber Crime,2023-07-26,Vijayapura,South PS,LOC083,Open,OFF00205,VIC02901
FIR02591,Vehicle Theft,2023-09-01,Vijayapura,South PS,LOC017,Under Investigation,OFF01559,VIC02600
FIR02592,Murder,2025-05-23,Ballari,Traffic PS,LOC023,Under Investigation,OFF00698,VIC01651
FIR02593,Theft,2025-05-30,Chikkamagaluru,East PS,LOC074,Under Investigation,OFF01548,VIC00001
FIR02594,Fraud,2023-11-10,Hassan,Central PS,LOC037,Open,OFF01197,VIC01893
FIR02595,Financial Fraud,2023-07-05,Vijayapura,South PS,LOC086,Closed,OFF00494,VIC02922
FIR02596,Theft,2024-03-07,Vijayapura,Rural PS,LOC050,Closed,OFF01111,VIC00819
FIR02597,Murder,2024-06-12,Bengaluru Rural,West PS,LOC028,Under Investigation,OFF00841,VIC02123
FIR02598,Robbery,2025-06-28,Bengaluru Rural,Traffic PS,LOC038,Open,OFF01511,VIC00601
FIR02599,Robbery,2023-03-29,Shivamogga,Cyber PS,LOC019,Open,OFF01609,VIC00628
FIR02600,Cyber Crime,2024-03-16,Mysuru,Rural PS,LOC027,Open,OFF00286,VIC01896
FIR02601,Burglary,2025-10-11,Davanagere,Central PS,LOC048,Open,OFF00134,VIC00458
FIR02602,Financial Fraud,2025-07-04,Vijayapura,East PS,LOC001,Open,OFF00484,VIC02162
FIR02603,Vehicle Theft,2024-10-06,Shivamogga,Central PS,LOC033,Closed,OFF00091,VIC02144
FIR02604,Assault,2023-03-24,Ballari,Traffic PS,LOC023,Open,OFF01700,VIC01881
FIR02605,Financial Fraud,2024-11-02,Udupi,Traffic PS,LOC049,Open,OFF00557,VIC00418
FIR02606,Cyber Crime,2024-04-02,Shivamogga,Traffic PS,LOC016,Under Investigation,OFF01731,VIC01342
FIR02607,Vehicle Theft,2022-02-27,Udupi,South PS,LOC078,Open,OFF01755,VIC01623
FIR02608,Fraud,2025-02-17,Mangaluru,Central PS,LOC070,Open,OFF00184,VIC01312
FIR02609,Theft,2024-02-15,Belagavi,Cyber PS,LOC053,Closed,OFF01911,VIC00571
FIR02610,Burglary,2023-10-04,Kalaburagi,North PS,LOC006,Under Investigation,OFF00248,VIC02575
FIR02611,Burglary,2023-09-16,Ballari,East PS,LOC075,Under Investigation,OFF01594,VIC02288
FIR02612,Financial Fraud,2022-06-23,Ballari,North PS,LOC047,Open,OFF01797,VIC01539
FIR02613,Financial Fraud,2024-08-26,Bengaluru Rural,North PS,LOC046,Closed,OFF00823,VIC01575
FIR02614,Burglary,2022-04-20,Bengaluru Urban,Cyber PS,LOC062,Closed,OFF00126,VIC02340
FIR02615,Kidnapping,2022-02-07,Hassan,Rural PS,LOC064,Under Investigation,OFF01680,VIC00027
FIR02616,Fraud,2024-08-27,Chikkamagaluru,North PS,LOC093,Under Investigation,OFF00873,VIC01267
FIR02617,Vehicle Theft,2024-05-26,Udupi,North PS,LOC060,Closed,OFF01667,VIC00999
FIR02618,Murder,2024-01-31,Udupi,Central PS,LOC059,Open,OFF01706,VIC00848
FIR02619,Theft,2022-11-24,Chikkamagaluru,East PS,LOC080,Open,OFF01015,VIC01666
FIR02620,Assault,2024-04-09,Chikkamagaluru,West PS,LOC088,Under Investigation,OFF00204,VIC00415
FIR02621,Kidnapping,2024-01-01,Davanagere,South PS,LOC025,Closed,OFF01908,VIC01190
FIR02622,Financial Fraud,2024-04-23,Mysuru,Rural PS,LOC027,Open,OFF00936,VIC00602
FIR02623,Vehicle Theft,2025-03-20,Vijayapura,North PS,LOC096,Closed,OFF01379,VIC00141
FIR02624,Vehicle Theft,2025-05-03,Udupi,Cyber PS,LOC092,Under Investigation,OFF01617,VIC01693
FIR02625,Robbery,2023-03-04,Ballari,Cyber PS,LOC026,Under Investigation,OFF00106,VIC02037
FIR02626,Financial Fraud,2025-04-17,Bengaluru Urban,Cyber PS,LOC062,Under Investigation,OFF00907,VIC00794
FIR02627,Financial Fraud,2024-09-19,Kalaburagi,North PS,LOC006,Under Investigation,OFF01410,VIC02254
FIR02628,Murder,2023-07-23,Davanagere,Traffic PS,LOC095,Open,OFF01689,VIC01229
FIR02629,Financial Fraud,2025-05-11,Kalaburagi,East PS,LOC012,Under Investigation,OFF00734,VIC00560
FIR02630,Murder,2022-03-12,Chikkamagaluru,West PS,LOC088,Under Investigation,OFF01138,VIC00567
FIR02631,Fraud,2023-10-08,Udupi,South PS,LOC078,Open,OFF00450,VIC02797
FIR02632,Financial Fraud,2025-05-08,Mangaluru,North PS,LOC098,Under Investigation,OFF00508,VIC02083
FIR02633,Drug Offense,2022-10-20,Shivamogga,South PS,LOC063,Closed,OFF00690,VIC00670
FIR02634,Burglary,2023-03-20,Davanagere,Rural PS,LOC011,Open,OFF01553,VIC00473
FIR02635,Murder,2023-04-01,Hassan,Central PS,LOC021,Closed,OFF00468,VIC00936
FIR02636,Burglary,2022-07-27,Hassan,Rural PS,LOC064,Open,OFF01232,VIC00608
FIR02637,Murder,2025-01-27,Chikkamagaluru,Rural PS,LOC024,Under Investigation,OFF00438,VIC00103
FIR02638,Robbery,2025-08-26,Hassan,West PS,LOC041,Under Investigation,OFF01843,VIC02640
FIR02639,Murder,2023-11-06,Shivamogga,Traffic PS,LOC016,Closed,OFF01359,VIC02469
FIR02640,Assault,2023-11-27,Shivamogga,Cyber PS,LOC019,Closed,OFF01137,VIC01820
FIR02641,Financial Fraud,2022-01-09,Vijayapura,South PS,LOC017,Open,OFF00271,VIC00788
FIR02642,Drug Offense,2024-07-11,Davanagere,North PS,LOC044,Under Investigation,OFF00988,VIC02667
FIR02643,Burglary,2022-12-01,Hubballi-Dharwad,North PS,LOC099,Open,OFF01945,VIC00269
FIR02644,Financial Fraud,2024-12-23,Bengaluru Urban,Central PS,LOC065,Closed,OFF01552,VIC02438
FIR02645,Burglary,2023-09-07,Kalaburagi,East PS,LOC012,Under Investigation,OFF00203,VIC00191
FIR02646,Drug Offense,2023-11-30,Hubballi-Dharwad,North PS,LOC039,Under Investigation,OFF01745,VIC00783
FIR02647,Financial Fraud,2024-10-29,Bengaluru Urban,Central PS,LOC065,Closed,OFF00542,VIC01633
FIR02648,Domestic Violence,2024-11-17,Udupi,Central PS,LOC007,Under Investigation,OFF01319,VIC00632
FIR02649,Assault,2022-09-21,Chikkamagaluru,Rural PS,LOC051,Closed,OFF01213,VIC02926
FIR02650,Domestic Violence,2025-08-09,Shivamogga,South PS,LOC030,Under Investigation,OFF01715,VIC00492
FIR02651,Fraud,2022-04-29,Hubballi-Dharwad,Traffic PS,LOC032,Under Investigation,OFF00302,VIC00563
FIR02652,Robbery,2023-08-18,Mangaluru,West PS,LOC002,Closed,OFF00679,VIC02068
FIR02653,Drug Offense,2022-04-12,Chikkamagaluru,North PS,LOC077,Under Investigation,OFF00455,VIC01978
